window_start,anomaly_window,anomaly_score
2501,1,1.0608113910211552
2502,1,0.9329526612943613
2503,1,0.7831456036083764
2504,1,0.8101347928046203
2505,1,0.8218634119519006
2506,1,0.7832034904509726
2507,1,0.868161994637171
2508,1,0.8676867712327145
2509,1,0.6896125345886004
2510,1,0.7135575925349729
2511,1,0.6779933934210174
2512,1,0.7054457230459361
2513,1,0.6235994064407646
2514,1,0.589426304144907
2515,1,0.6379067901294744
2516,1,0.6925869365054309
2517,1,0.6973555526134421
2518,1,0.7260803226499868
2519,1,0.6701285481615002
2520,1,0.7278985273928984
2521,1,0.7416275165604151
2522,1,0.7659358613567391
2523,1,0.7202417327251469
2524,1,0.7649953283635149
2525,1,0.8257319430076433
2526,1,0.8000629522251783
2527,1,0.8207015128586717
2528,1,0.8235831027952418
2529,1,0.7390401474983603
2530,1,0.8209147440235918
2531,1,0.7094037123734123
2532,1,0.7808258246003215
2533,1,0.8110312515084672
2534,1,0.6870704854265437
2535,1,0.6733434198610126
2536,1,0.7558741454086957
2537,1,0.6181841970786062
2538,1,0.6200569905381963
2539,1,0.5952228681491585
2540,1,0.6328123487776276
2541,1,0.5637858907335711
2542,1,0.4211572778645898
2543,1,0.41195459407649304
2544,1,0.40358509517255037
2545,1,0.39323513871455296
2546,1,0.3711706201653686
2547,1,0.37151417102519524
2548,1,0.34217290261311417
2549,1,0.3265966785230332
2550,1,0.3617724726706313
2551,1,0.40113275625498446
2552,1,0.41174300914749296
2553,1,0.40321989385517876
2554,1,0.4492946377880469
2555,1,0.4081276627003749
2556,1,0.3971667084991648
2557,1,0.4056804890509178
2558,1,0.41180777531809243
2559,1,0.39663787931216343
2560,1,0.32400875058127565
2561,1,0.35380368327638156
2562,1,0.30002169495583497
2563,1,0.27440159938686426
2564,1,0.300981447701282
2565,1,0.20301536503118522
2566,1,0.27988082922627555
2567,1,0.23963783015528572
2568,1,0.2762558385933276
2569,1,0.3884812624686389
2570,1,0.4139481574671169
2571,1,0.4765083540671071
2572,1,0.43206385618868515
2573,1,0.45943872796228113
2574,1,0.4611429173377348
2575,1,0.43368490475244426
2576,1,0.45079495017743776
2577,1,0.4706418628058664
2578,1,0.4330824916034277
2579,1,0.43286828001537003
2580,1,0.4420622643622678
2581,1,0.4478498550304928
2582,1,0.5026615265229499
2583,1,0.4977341323727025
2584,1,0.46442907575084647
2585,1,0.5200229553344391
2586,1,0.43695113064875324
2587,1,0.4596437555957942
2588,1,0.44459822712314434
2589,1,0.4586015251050508
2590,1,0.44709639779901833
2591,1,0.41927448958404057
2592,1,0.3960425895017017
2593,1,0.37530719374875976
2594,1,0.3858181347203895
2595,1,0.37706039071520836
2596,1,0.37540536540865466
2597,1,0.33204501767510775
2598,1,0.36232598074304656
2599,1,0.3662662142607602
2600,1,0.35788027416106827
2601,1,0.3474295182174274
2602,1,0.3809846173175715
2603,1,0.3521742743582217
2604,1,0.3762204998810408
2605,1,0.38471788058670775
2606,1,0.3456604975081816
2607,1,0.33727112822939875
2608,1,0.34302838035608585
2609,1,0.32867841462778413
2610,1,0.315293295358833
2611,1,0.32439908053474875
2612,1,0.3337189686285764
2613,1,0.363842940384524
2614,1,0.3490778893703461
2615,1,0.3226262348283675
2616,1,0.42232580196019254
2617,1,0.3972876685808635
2618,1,0.3829046939989009
2619,1,0.3557081929903454
2620,1,0.37765861875490225
2621,1,0.3737039056639986
2622,1,0.439326545330043
2623,1,0.358372846645866
2624,1,0.3611855170573286
2625,1,0.38274612858928725
2626,1,0.3736212952155349
2627,1,0.3599928060792916
2628,1,0.38061708538845407
2629,1,0.3898206811417566
2630,1,0.38079192449909094
2631,1,0.38833663980537736
